verbs,words,metric
"[{'verb': 'диде', 'description': {'V': 'диде'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V', 'O', 'O']}]","['""Ярар,', 'һәм', 'аның', 'өчен', 'яхшырак"",', 'диде', 'Вронский', 'елмаеп']",0.5
"[{'verb': 'биек', 'description': {'V': 'биек', 'Arg(говорящий)': 'ишек', 'Arg(место)': 'төбендә'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(говорящий)', 'Arg(место)', 'O', 'O', 'V', 'O', 'O']}]","['–', 'Ә,', 'син', 'монда,–', 'дип', 'мөрәҗәгать', 'итте', 'ул', 'ишек', 'төбендә', 'басып', 'торган', 'биек', 'Карт', 'анага']",0.6
"[{'verb': '', 'description': {'Arg(контрагент социального отношения)': 'дустым'}, 'tags': ['O', 'O', 'O', 'Arg(контрагент социального отношения)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'сорады', 'description': {'V': 'сорады'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O']}]","['Ах,', 'кичә', 'минем', 'дустым', 'Левин', 'белән', 'таныштыңмы?-', 'дип', 'сорады', 'Степан', 'Аркадьич']",0.42
"[{'verb': 'киткән', 'description': {'V': 'киткән'}, 'tags': ['O', 'O', 'O', 'V']}]","['Ләкин', 'ул', 'тиздән', 'киткән']",0.5
"[{'verb': 'диде', 'description': {'V': 'диде', 'Arg(субъект психологического состояния)': 'бар,', 'Arg(содержание мысли)': 'барысы'}, 'tags': ['O', 'Arg(содержание мысли)', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект психологического состояния)', 'O', 'O', 'Arg(субъект психологического состояния)', 'V', 'O', 'O']}]","['Алар', 'барысы', 'да', 'ачуланалар,', 'барысы', 'да', 'үзен', 'шулай', 'хис', 'итәргә', 'теләгән', 'кебек', 'ачуланалар–бу', 'бар,', 'дөрес,', 'көлү', 'бар,', 'диде', 'Степан', 'Аркадиич']",0.6
"[{'verb': '', 'description': {'Arg(субъект перемещения)': 'диде', 'Arg(говорящий)': 'диде'}, 'tags': ['O', 'O', 'O', 'Arg(субъект перемещения)', 'Arg(субъект перемещения)', 'O']}]","['–', 'Поезд', 'чыкты,', '-', 'диде', 'хезмәтче']",0.5
"[{'verb': 'Вронкига', 'description': {'V': 'Вронкига'}, 'tags': ['O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O']}]","['–Юк,', '-', 'диде', 'Левинның', 'Китига', 'карата', 'ниятләре', 'турында', 'Вронкига', 'сөйләргә', 'теләгән', 'Степан', 'Аркадьич']",0.25
"[{'verb': 'дөрес', 'description': {'V': 'дөрес'}, 'tags': ['V', 'O', 'O', 'O', 'O', 'V', 'O']}]","['-', 'Юк,', 'Син', 'минем', 'Левинны', 'дөрес', 'бәяләмәдең']",0.5
"[{'verb': 'була,', 'description': {'V': 'була,', 'Arg(пациенс)': 'ул'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'V', 'O', 'O']}]","['Ул', 'бик', 'нерв', 'кешесе', 'һәм', 'обноксион', 'була,', 'дөрес,', 'ләкин', 'кайвакыт', 'ул', 'бик', 'татлы']",0.67
"[{'verb': '', 'description': {'Arg(содержание действия)': 'аеруча'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(содержание действия)', 'O', 'O', 'Arg(содержание действия)', 'O', 'O', 'O']}]","['–', 'Әйе,', 'ни', 'өчен', 'ул', 'аеруча', 'бәхетле', 'яки', 'аеруча', 'бәхетсез', 'булырга', 'мөмкин']",0.5
"[{'verb': 'нәрсә', 'description': {'V': 'нәрсә'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'Arg(агенс)': 'Яисә'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Вронский', 'туктады', 'һәм', 'турыдан–туры', 'сорады:', '-', 'нәрсә', 'ул?', 'Яисә', 'ул', 'кичә', 'Сезнең', 'belle', 'soeur', 'тәкъдим', 'иттеме?']",0.33
"[{'verb': 'иртә', 'description': {'V': 'иртә', 'Arg(субъект перемещения)': 'булса,'}, 'tags': ['O', 'O', 'O', 'Arg(субъект перемещения)', 'V', 'O', 'O', 'O', 'O', 'Arg(субъект перемещения)', 'Arg(субъект перемещения)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Әйе,', 'әгәр', 'дә', 'ул', 'иртә', 'китсә', 'һәм', 'әле', 'рухсыз', 'булса,', 'ул', 'күптән', 'гашыйк', 'һәм', 'мин', 'аны', 'бик', 'кызганам']",1.0
"[{'verb': 'күкрәген', 'description': {'V': 'күкрәген', 'Arg(пациенс перемещения)': 'Вронский'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'Arg(пациенс перемещения)', 'O', 'V', 'O', 'O', 'O', 'O']}]","['Минемчә,', 'ул', 'иң', 'яхшы', 'партиягә', 'исәп', 'тота', 'ала,', '-', 'диде', 'Вронский', 'һәм,', 'күкрәген', 'турайтып,', 'янә', 'йөри', 'башлады']",0.33
"[{'verb': '', 'description': {'Arg(содержание мысли)': 'аны', 'Arg(говорящий)': 'аны', 'Arg(эталон)': 'мин'}, 'tags': ['O', 'O', 'Arg(эталон)', 'Arg(содержание мысли)', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O']}]","['–', 'Хәер,', 'мин', 'аны', 'белмим,', '-', 'дип', 'өстәде', 'ул']",0.75
"[{'verb': 'җитмәвен', 'description': {'V': 'җитмәвен', 'Arg(пациенс)': 'акчаң'}, 'tags': ['O', 'O', 'O', 'Arg(пациенс)', 'V', 'O', 'O', 'V', 'O', 'O', 'O']}]","['Анда', 'уңышсызлык', 'синең', 'акчаң', 'җитмәвен', 'генә', 'исбатлый,', 'ә', 'монда-масштабта', 'синең', 'абруең']",1.0
"[{'verb': 'кычкырган', 'description': {'V': 'кычкырган', 'Arg(субъект физиологической реакции)': 'тетрәнде', 'Arg(субъект перемещения)': 'вагон', 'Arg(эталон)': 'багаж', 'Arg(адресат)': 'этне'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(субъект физиологической реакции)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'O', 'Arg(эталон)', 'O', 'Arg(субъект перемещения)', 'O', 'O', 'O', 'O', 'O', 'Arg(адресат)', 'V', 'O', 'O', 'O', 'O']}]","['Берничә', 'минуттан', 'соң', 'платформа', 'тетрәнде', 'һәм,', 'Аяздан', 'төшкән', 'пар', 'белән,', 'акрын', 'һәм', 'уртача', 'тәгәрмәчле', 'һәм', 'җәяүле,', 'бәйләнгән,', 'зәгыйфь', 'машинист', 'белән', 'паровоз', 'йөрде;', 'аза', 'тендер,', 'әкренрәк', 'һәм', 'шаккатыргыч', 'платформа,', 'багаж', 'белән', 'һәм', 'багаж', 'белән', 'вагон', 'уза', 'башлады', 'ниһаять,', 'тукталыш', 'алдыннан', 'этне', 'кычкырган', 'пассажир', 'вагоннары', 'килеп', 'җитте']",0.83
"[{'verb': 'вертлявый', 'description': {'V': 'вертлявый'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Молодцеватый', 'кондуктор,', 'барышында', 'сыбызгылар', 'биреп,', 'сикереп', 'төште,', 'һәм', 'аның', 'артыннан', 'түземсез', 'пассажирлар:', 'гвардия', 'офицеры,', 'туры', 'һәм', 'катгый', 'артка', 'борылып', 'карап,;', 'вертлявый', 'купчик', 'белән', 'сумкой,', 'күңелле', 'елмаеп;', 'мужик', 'белән', 'капчыком', 'аша', 'җилкәсенә']",0.2
"[{'verb': '', 'description': {'Arg(содержание мысли)': 'Вронский,'}, 'tags': ['Arg(содержание мысли)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Вронский,', 'Облонский', 'янында', 'басып,', 'вагоннарны', 'карады', 'һәм', 'әнисе', 'турында', 'бөтенләй', 'онытты']",0.2
"[{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'дулкынландырды', 'Arg(субъект психологического состояния)': 'дулкынландырды'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O']}]","['Ул', 'Китти', 'турында', 'хәзер', 'белгән', 'нәрсә', 'аны', 'дулкынландырды', 'һәм', 'сөендерде']",0.5
"[{'verb': '', 'description': {'Arg(тема)': 'ялтырап'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O']}]","['Аның', 'күкрәге', 'турайды', 'һәм', 'күзләре', 'ялтырап', 'торды']",0.5
"[{'verb': 'төшерде', 'description': {'V': 'төшерде', 'Arg(субъект психологического состояния)': 'белән', 'Arg(предмет высказывания)': 'Кондукторның', 'Arg(адресат)': 'белән'}, 'tags': ['Arg(предмет высказывания)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект психологического состояния)', 'O', 'O', 'O', 'V']}]","['Кондукторның', 'сүзләре', 'аны', 'уятты', 'һәм', 'әнисен', 'һәм', 'аның', 'белән', 'булачак', 'датаны', 'искә', 'төшерде']",0.8
"[{'verb': 'икенче', 'description': {'V': 'икенче'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'китте', 'description': {'V': 'китте'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V']}]","['Тәхкыйк', 'ул', 'Җәбраилне', 'үз', 'сурәтендә', 'күрде', 'икенче', 'мәртәбә.', 'Җәбраил', 'Мәрьямнең', 'җиңеннән', 'өрде,', 'Мәрьям', 'Гыйсага', 'йөкле', 'булды,', 'һәм', 'корсагындагы', 'йөген', 'күтәреп,', 'кавеменнән', 'аерылып,', 'ерак', 'җиргә', 'китте']",0.29
"[{'verb': '', 'description': {'Arg(конечная точка)': 'китте', 'Arg(субъект перемещения)': 'чыккан', 'Arg(пациенс)': 'бирү', 'Arg(агенс)': 'чыккан'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(конечная точка)', 'O', 'O', 'O', 'O', 'Arg(субъект перемещения)', 'O', 'O', 'Arg(пациенс)', 'O', 'O']}]","['Xviiivron', 'кондуктор', 'артыннан', 'вагонга', 'китте', 'һәм', 'подъездга', 'кергәч,', 'ул', 'чыккан', 'ханымга', 'юл', 'бирү', 'өчен', 'туктады']",0.67
"[{'verb': 'билгеләде', 'description': {'V': 'билгеләде'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V']}]","['Дөньяви', 'кешенең', 'гадәттәге', 'тактасы', 'белән,', 'бу', 'ханымның', 'тышкы', 'кыяфәтенә', 'бер', 'караш', 'белән,', 'Вронский', 'аның', 'югары', 'яктылыкка', 'керүен', 'билгеләде']",0.25
"[{'verb': '', 'description': {'Arg(говорящий)': 'тагын', 'Arg(субъект перемещения)': 'тагын', 'Arg(субъект ментального состояния)': 'тагын', 'Arg(траектория)': 'тагын'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(говорящий)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Ул', 'гафу', 'үтенде', 'һәм', 'китте', 'вагонга', 'иде,', 'ләкин', 'аңа', 'тагын', 'бер', 'тапкыр', 'карарга', 'кирәклеген', 'сизде', '–', 'ул', 'бик', 'матур', 'булганга', 'түгел,', 'бөтен', 'фигурасында', 'күренгән', 'мәрхәмәт', 'һәм', 'басынкы', 'Мәрхәмәт', 'буенча', 'түгел,', 'ләкин', 'аның', 'яныннан', 'үткәндә', 'татлы', 'йөзнең', 'чагылышы', 'аеруча', 'назлы', 'һәм', 'назлы', 'нәрсә', 'иде']",0.8
"[{'verb': 'әйләндерде', 'description': {'V': 'әйләндерде'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V']}]","['Борылып', 'карагач,', 'ул', 'да', 'башын', 'әйләндерде']",0.33
"[{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'йөзендә'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Ялтыравыклы,', 'куе', 'керфекләрдән', 'караңгы', 'булып', 'күренгән', 'соры', 'күзләр', 'аның', 'йөзендә', 'дусларча', 'тукталды,', 'ул', 'аны', 'таныган', 'кебек', 'һәм', 'шунда', 'ук', 'когото', 'эзләгән', 'кебек', 'тиешле', 'халыкка', 'күчтеләр']",0.25
"[{'verb': 'һәм', 'description': {'V': 'һәм'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Бу', 'кыска', 'күренештә,', 'Вронский', 'аның', 'йөзендә', 'уйнаган', 'һәм', 'ялтыравыклы', 'күзләр', 'белән', 'бераз', 'күренеп', 'торган', 'елмаю', 'арасында', 'кызарган', 'җанлылыкны', 'күрергә', 'өлгерде']",0.33
"[{'verb': '', 'description': {'Arg(место)': 'нәрсә', 'Arg(агенс)': 'аның', 'Arg(пациенс)': 'ихтыярын', 'Arg(субъект психологического состояния)': 'аның', 'Arg(причина)': 'аның'}, 'tags': ['O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(место)', 'O', 'Arg(агенс)', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Бу', 'аның', 'җан', 'иясе', 'белән', 'тулган', 'артык', 'күп', 'нәрсә', 'кебек,', 'аның', 'ихтыярын', 'узып,', 'ул', 'елмаеп', 'күрсәткән', 'кебек', 'иде']",0.71
"[{'verb': '', 'description': {'Arg(агенс)': 'бераз', 'Arg(причина)': 'каршы'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'Arg(причина)', 'O', 'O']}]","['Ул', 'күзләрендәге', 'белә', 'торып', 'яктылыкны', 'сүндерде,', 'ләкин', 'ул', 'бераз', 'сизелерлек', 'елмаеп', 'аның', 'ихтыярына', 'каршы', 'ялтырап', 'торды']",0.5
"[{'verb': 'карап', 'description': {'V': 'карап', 'Arg(стимул)': 'улына'}, 'tags': ['O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(стимул)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Аның', 'әнисе,', 'кара', 'күзле', 'һәм', 'буколкалы', 'коры', 'карт', 'ханым,', 'улына', 'карап', 'торды', 'һәм', 'нечкә', 'иреннәре', 'белән', 'бераз', 'елмаеп', 'торды']",0.67
"[{'verb': '', 'description': {'Arg(субъект перемещения)': 'улына', 'Arg(начальная точка)': 'бирде', 'Arg(исходный посессор)': 'улына', 'Arg(конечный посессор)': 'улына', 'Arg(пациенс перемещения)': 'кулыннан', 'Arg(агенс)': 'улына'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(субъект перемещения)', 'Arg(субъект перемещения)', 'O', 'O', 'Arg(пациенс перемещения)', 'Arg(начальная точка)', 'O', 'O', 'Arg(пациенс перемещения)', 'O', 'O', 'O', 'O']}]","['Диваннан', 'менеп,', 'хезмәтче', 'сумкасын', 'биреп,', 'ул', 'улына', 'кечкенә', 'коры', 'кулын', 'бирде', 'һәм', 'башын', 'кулыннан', 'күтәреп,', 'аны', 'йөзенә', 'үпте']",0.75
"[{'verb': '', 'description': {'Arg(содержание мысли)': 'икәнен'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O']}]","['Ул', 'аның', 'подъездда', 'очраткан', 'ханымның', 'тавышы', 'икәнен', 'белә', 'иде']",0.17
"[{'verb': 'җавап', 'description': {'V': 'җавап', 'Arg(говорящий)': 'ул'}, 'tags': ['O', 'O', 'O', 'O', 'V', 'O', 'V', 'O', 'Arg(говорящий)']}]","['–Петербург', 'түгел,', 'хатын-кыз', 'гына,', '-', 'дип', 'җавап', 'бирде', 'ул']",1.0
"[{'verb': 'диде', 'description': {'V': 'диде', 'Arg(конечная точка)': 'минем', 'Arg(пациенс перемещения)': 'аны', 'Arg(место)': 'ишек'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс перемещения)', 'Arg(конечная точка)', 'O', 'O', 'V', 'V', 'O', 'Arg(место)', 'O', 'O', 'O', 'O', 'O']}]","['Әйе,', 'карагыз', 'әле,', 'абый-кардәш', 'монда', 'түгелме', 'һәм', 'аны', 'минем', 'янга', 'җибәр–', '-', 'диде', 'ханым', 'ишек', 'төбендә', 'һәм', 'кабат', 'бүлеккә', 'керде']",0.57
"[{'verb': 'ул', 'description': {'V': 'ул', 'Arg(говорящий)': 'торып'}, 'tags': ['O', 'O', 'V', 'O', 'V', 'Arg(говорящий)']}]","['""Абыең', 'монда–,', '-', 'диде', 'ул', 'торып']",0.67
"[{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'баш', 'Arg(содержание мысли)': 'иеп,', 'Arg(эталон)': 'баш', 'Arg(субъект перемещения)': 'баш'}, 'tags': ['Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'Arg(содержание мысли)', 'Arg(субъект ментального состояния)', 'O', 'O', 'O']}]","['-', 'Гафу', 'итегез,', 'мин', 'сезне', 'танымадым,', 'һәм', 'безнең', 'танышлык', 'та', 'бик', 'кыска', 'иде,–', 'диде', 'Вронский,', 'баш', 'иеп,', '-', 'сез', 'мине', 'хәтерләмисез']",0.67
"[{'verb': 'ул,', 'description': {'V': 'ул,', 'Arg(говорящий)': '-', 'Arg(субъект ментального состояния)': 'мин', 'Arg(содержание мысли)': 'сезнең'}, 'tags': ['V', 'O', 'O', 'O', 'V', 'V', 'Arg(субъект ментального состояния)', 'Arg(содержание мысли)', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'O', 'V', 'O', 'V', 'O', 'O', 'O', 'O']}]","['-', 'Әй,', 'юк,–', 'диде', 'ул,', '-', 'мин', 'сезне', 'таныр', 'идем,', 'чөнки', 'сезнең', 'әби', 'белән', 'без', 'сезнең', 'турында', 'гына', 'сөйләшкән', 'идек,', '-', 'диде', 'ул,', 'ниһаять,', 'җанлануны', 'сорап,', 'елмаеп']",1.0
"[{'verb': '-', 'description': {'V': '-'}, 'tags': ['V', 'O', 'O', 'O', 'V', 'O', 'O', 'O']}]","['-', 'Аны', 'чакыр,', 'Алеша,', '-', 'диде', 'Иске', 'графиня']",0.5
"[{'verb': '', 'description': {'Arg(конечная точка)': 'үзенең', 'Arg(агенс)': 'Вронскийны', 'Arg(эталон)': 'кулы', 'Arg(эффектор)': 'муен'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'Arg(агенс)', 'Arg(конечная точка)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эффектор)', 'O', 'O', 'Arg(эталон)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Абыйсы', 'аның', 'янына', 'килеп', 'җиткәч,', 'ул', 'Вронскийны', 'үзенең', 'тәвәккәллеге', 'һәм', 'мәрхәмәте', 'белән', 'шаккаткан', 'хәрәкәт', 'белән', 'туганын', 'муен', 'артына', 'сул', 'кулы', 'белән', 'кочаклаган,', 'тиз', 'генә', 'үзенә', 'тартып,', 'нык', 'үбешкән']",0.57
"[{'verb': 'һәм', 'description': {'V': 'һәм'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O']}]","['Вронский,', 'күзләрен', 'төшермичә,', 'аңа', 'карады', 'һәм', 'нәрсә', 'белмичә', 'елмаеп', 'җибәрде']",0.25
"[{'verb': 'искә', 'description': {'V': 'искә', 'Arg(субъект ментального состояния)': 'янә', 'Arg(эталон)': 'янә', 'Arg(тема)': 'Тик'}, 'tags': ['Arg(тема)', 'O', 'O', 'O', 'V', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O']}]","['Тик', 'әнисенең', 'аны', 'көткәнен', 'искә', 'төшереп,', 'ул', 'янә', 'вагонга', 'керде']",1.0
"[{'verb': '', 'description': {'Arg(контрагент социального отношения)': 'мин'}, 'tags': ['Arg(контрагент социального отношения)', 'O', 'O', 'O', 'O', 'O', 'Arg(контрагент социального отношения)', 'O', 'O', 'O']}]","['-', 'Аның', 'ире', 'минем', 'белән', 'утыртты,', 'мин', 'бик', 'шат', 'идем']",0.5
"[{'verb': '', 'description': {'Arg(содержание высказывания)': 'сөйләдек'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(содержание высказывания)']}]","['Без', 'аның', 'белән', 'бөтен', 'юлны', 'сөйләдек']",0.33
"[{'verb': 'le', 'description': {'V': 'le'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O']}]","['Ә', 'син,', 'V', 'vous', 'filez', 'le', 'parfait', 'amour', 'диләр']",0.5
"[{'verb': '-', 'description': {'V': '-', 'Arg(контрагент социального отношения)': 'улын', 'Arg(говорящий)': 'улын', 'Arg(содержание высказывания)': 'мин'}, 'tags': ['V', 'O', 'O', 'O', 'Arg(контрагент социального отношения)', 'O', 'O', 'Arg(содержание высказывания)', 'O', 'V', 'O', 'Arg(контрагент социального отношения)', 'O']}]","['-', 'Менә', 'сез,', 'графиня,', 'улын', 'очраттыгыз,', 'ә', 'мин', 'абыем,', '-', 'диде', 'ул', 'күңелле']",0.8
"[{'verb': 'йөреп,', 'description': {'V': 'йөреп,', 'Arg(агенс)': 'мин', 'Arg(субъект психологического состояния)': 'мин', 'Arg(траектория)': 'идем'}, 'tags': ['O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'V', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'V', 'O', 'Arg(траектория)']}]","['–', 'Юк,', 'сөеклем,', '-', 'диде', 'графиня,', 'кулыннан', 'тотып–', '-', 'мин', 'Сезнең', 'белән', 'дөнья', 'буйлап', 'йөреп,', 'күңелсезләнмәс', 'идем']",0.67
"[{'verb': 'улына', 'description': {'V': 'улына', 'Arg(адресат)': 'графиня,'}, 'tags': ['V', 'O', 'O', 'V', 'O', 'Arg(адресат)', 'V', 'O', 'O', 'O', 'V', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['-', 'Анна', 'Аркадьевнаның,', '-', 'диде', 'графиня,', 'улына', 'аңлатып,', 'сигез', 'яшьлек', 'улы', 'бар', 'кебек,', 'ул', 'беркайчан', 'да', 'аерылмаган', 'һәм', 'бөтен', 'нәрсә', 'аны', 'калдырган', 'дип', 'борчыла']",0.67
"[{'verb': 'улым,', 'description': {'V': 'улым,', 'Arg(содержание высказывания)': 'сөйләштек,'}, 'tags': ['V', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание высказывания)', 'O', 'O', 'V', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['-', 'Әйе,', 'без', 'барыбыз', 'да', 'графиня', 'белән', 'сөйләштек,', 'мин', 'үзем,', 'улым', 'улым,', '-', 'диде', 'Каренина,', 'һәм', 'тагын', 'елмаю', 'аның', 'йөзен', 'яктыртты,', 'аңа', 'карата', 'назлы', 'елмаю']",0.67
"[{'verb': 'тупны', 'description': {'V': 'тупны', 'Arg(пациенс)': 'тотып', 'Arg(содержание высказывания)': 'тотып', 'Arg(эталон)': 'аңа', 'Arg(говорящий)': 'ташлаган', 'Arg(агенс)': 'ташлаган'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'Arg(говорящий)', 'O', 'V', 'Arg(пациенс)']}]","['–Бу,', 'мөгаен,', 'сез', 'бик', 'күңелсезләндегез"",', 'диде', 'ул,', 'хәзер', 'чебендә,', 'ул', 'аңа', 'ташлаган', 'бу', 'тупны', 'тотып']",0.86
"[{'verb': 'күрмәдем', 'description': {'V': 'күрмәдем'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V', 'O']}]","['Мин', 'кичәге', 'көнемне', 'ничек', 'үткәргәнемне', 'күрмәдем', 'дә']",0.25
"[{'verb': '-', 'description': {'V': '-'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O']}]","['–', 'Гафу', 'итегез,', 'минем', 'дустым,', '-', 'дип', 'җавап', 'бирде', 'графина']",0.5
"[{'verb': 'яраттым', 'description': {'V': 'яраттым'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V', 'O', 'O']}]","['Мин', 'гади,', 'олы', 'яшьтәгеләр,', 'сезне', 'яраттым', 'дип', 'әйтәм']",0.33
"[{'verb': '', 'description': {'Arg(конечная точка)': 'графини', 'Arg(место)': 'графини', 'Arg(пациенс перемещения)': 'күзләре'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(конечная точка)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс перемещения)', 'O', 'O', 'O', 'O', 'O']}]","['Ул', 'кызарды,', 'бераз', 'иелде,', 'йөзен', 'графини', 'иреннәренә', 'куйды,', 'тагын', 'турайды', 'һәм', 'шул', 'ук', 'елмаю', 'белән', 'иреннәре', 'белән', 'күзләре', 'арасында', 'борчыды,', 'Вронскийга', 'кулын', 'бирде']",0.38
"[{'verb': '', 'description': {'Arg(агенс)': 'аның', 'Arg(эталон)': 'нәрсә', 'Arg(субъект психологического состояния)': 'аның', 'Arg(причина)': 'аның', 'Arg(контрагент)': 'аның'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Ул', 'кечкенә', 'кулын', 'селкетте', 'һәм,', 'үзенчәлекле', 'нәрсә', 'буларак,', 'аның', 'кулын', 'нык', 'һәм', 'кыю', 'селкетүенә', 'шатланды']",0.83
"[{'verb': 'киеп', 'description': {'V': 'киеп'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V']}]","['Ул', 'тиз', 'йөреп', 'чыкты,', 'аның', 'тулы', 'гәүдәсен', 'бик', 'җиңел', 'киеп']",0.33
